post/keyword,comment/tweet,username,majority_sent,lang_id
krisis ekonomi bermula Publish: 13-7-2022,dunia mendekati ke akhir zaman..,4f002cc9-1d0,neutral,my
krisis ekonomi bermula Publish: 13-7-2022,hanya waris sebenar raja raja melayu asal sebenar akan selamat kan tanah melayu,0ce86c21-a00,positive,my
krisis ekonomi bermula Publish: 13-7-2022,"rkyt takut nak undi BN ne byk pemimpin rasuah rompak wang rkyt.. kesan utang 1mdb subsidi byk kena tarik buat byr utang. brg mahal. nnt ada gst,",0674835a-c5b,negative,my
krisis ekonomi bermula Publish: 13-7-2022,akhirnya da.jal keluar setelah swring terjadinya gwmpa bumi d arab saudi ...,b4a7d2fd-951,neutral,my
krisis ekonomi bermula Publish: 13-7-2022,dah bole bersiap sedia??,58170846-cd7,neutral,my
krisis ekonomi bermula Publish: 13-7-2022,"keep your gold,underground",2fe942e2-d0c,positive,en
krisis ekonomi bermula Publish: 13-7-2022,china bank ran ??,337d5ab1-477,negative,en
krisis ekonomi bermula Publish: 13-7-2022,apa yg nk bagi org menggelabah??????,42bcf21e-be4,nan,my
krisis ekonomi bermula Publish: 13-7-2022,semuaNya dah dinyatakan Dalam Al-Quran Dan sekarang disampaikan melaluii ustaz²... Tp manusia sibuk dgn dunia masing²????,661c5f10-b03,positive,my
krisis ekonomi bermula Publish: 13-7-2022,ada yg pernah kata lepas covid ni ada jes lain lagi..maknanya kes krisis makanan la pula??????..aq terus risau anak2ku,1b74830b-211,negative,my
krisis ekonomi bermula Publish: 13-7-2022,ptt laa rmai org kuarkn duit kt bank skrg..langkah bjaga2 tkut nk kuar sok2 bank x bg mcm2 alasan..,1a2391fb-a2b,negative,my
krisis ekonomi bermula Publish: 13-7-2022,"keluarkan duit di bank, beli basikal nt boleh guna sbg kenderaan bila patrol xde. mula menanam dan menternak, buat perigi atau paip bwh tanah",2dcc1644-78f,positive,my
krisis ekonomi bermula Publish: 13-7-2022,"Kita dah boleh start banyak berjimat, xpayah dah nak support2 McD ke Starbuck ke..sekali mkn takkan bawah rm50.",e4a5cc8f-eac,positive,my
krisis ekonomi bermula Publish: 13-7-2022,Semoga negara Indonesia dan Malaysia sentiasa istiqamah dgan ujian yang Allah berikan pada umat yg di cintai nya.insyak Allah..,c48688c6-aa2,positive,my
krisis ekonomi bermula Publish: 13-7-2022,Kena mcm sri lanka bru xde krisis makanan...,e9f823e6-50d,negative,my
krisis ekonomi bermula Publish: 13-7-2022,Wang kertas tiada nilai di akhir zaman,21ee3634-d68,neutral,my
krisis ekonomi bermula Publish: 13-7-2022,berapa tahun kita alami saat dajjal datang sedar semua makhluk Allah jgn lalai hal dunia,5911e4ff-6d3,neutral,my
krisis ekonomi bermula Publish: 13-7-2022,jom tnam ubi,1939cc9a-009,positive,my
krisis ekonomi bermula Publish: 13-7-2022,"sape ada tanah di kampung..untung ,tanam pisang ,cili ,sawi ,bendi...apa apa hal anak beranak ,bolih duk kampung. ada juga guna tanah tu.",42266bb2-dee,positive,my
krisis ekonomi bermula Publish: 13-7-2022,Perbanyakkan beribadah.. Kuatkan iman.,7e268c7f-701,positive,my
krisis ekonomi bermula Publish: 13-7-2022,cepat!!!!!!! tukar pada emas.. aku tukar semua duit dlm bank kpd emas 999.,4860ee3e-55c,neutral,my
krisis ekonomi bermula Publish: 13-7-2022,the time has come..believe it or not it still n will happened,73da11eb-69f,neutral,en
krisis ekonomi bermula Publish: 13-7-2022,sama aja malaysia tungu,0ce86c21-a00,negative,my
krisis ekonomi bermula Publish: 13-7-2022,dajjal xkeluar lagi. kita otw ke kemuncak tanda kecil yakni kemunculan mahdi.,b78ea50b-69f,neutral,cm
krisis ekonomi bermula Publish: 13-7-2022,tanda kemuncullan dajjal latnatullah...semoga kita dilindungi ALLAH..,eac3c5e7-37e,neutral,my
krisis ekonomi bermula Publish: 13-7-2022,jangan claim beriman kalai belum diuji,5ff8e442-5f1,neutral,cm
krisis ekonomi bermula Publish: 13-7-2022,Krisis makanan konon tp tetap masih ambik pekerja asing beribu²...kerajaan gagal,5a12e94f-5fa,negative,my
krisis ekonomi bermula Publish: 13-7-2022,"dinar ke ,emas pun x guna..Simpn lh bekalan makanan seperti yg diuarkn dlm Tik tok , sebelum sebelum ni..stanby.,lmpu ,lilin.,biskut ,paking...air",42266bb2-dee,positive,my
krisis ekonomi bermula Publish: 13-7-2022,di akhir zaman ini kurangkan makan banyak dan belajar puasa ?? kerana makanan akhir zaman zikrullah,31e6ecd6-8b8,positive,my
krisis ekonomi bermula Publish: 13-7-2022,"Kita terlalu hampir utk itu. Kuatkan iman, tingkatkan ilmu akhir zaman. Bykkan berzikir utk mengingati Allah S.W.T.",02739d10-130,positive,my
krisis ekonomi bermula Publish: 13-7-2022,"2@3 tahun lepas cakap,da jadi baru kaji.... sekarang, baru nak gelabah",f4a65af4-3d9,negative,my
krisis ekonomi bermula Publish: 13-7-2022,Akan muncul wabak selama 3 tahun kemudian musim kemarau akan berlaku selama tiga tahun. selepas itu akan muncul asap Dukhon,a4993bf6-ec7,neutral,my
krisis ekonomi bermula Publish: 13-7-2022,rezeki hanya dari Allah.. yakin lah selagi belum ajal manusia masih punya rezeki.. jgn cuba pesongkn aqidah umat islam,d5395ecd-627,positive,my
krisis ekonomi bermula Publish: 13-7-2022,"Makanan tk halal, tk toyiban... And lapar bkn kt makanan je... Segala nikmat dunia yg di bentang",56aff476-3ad,neutral,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,"bayar huang Malaysia dulu,bukan simpan dalam pocket ????",907c0159-efd,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,lama dah jatuh..dorang jer yg buat tak tahu..,5f872b02-da0,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,dolar naik??,d9f2c2ef-42d,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,"kami trip kontena pun makin tak ade trip.politik punya angkara bnyak plabur dn kilang2 lari .Dulu gj 6 7k,skrg 2.5k pun ssh.kerajaan makin down.",f9310858-54e,negative,cm
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,??????????dh lama jatuh,709c9ac0-b51,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,tukar KPD emas pasti tidak terkesan .,76de6ab4-ecf,positive,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,Naik 0.02 sen tapi banyak juga ni.. Insaflah beralih kepada emas...,577a38d3-d2b,positive,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,"ringgit jatuh kesannya kepada b40 dan M40, yang atas2 tak kisah sebab nk pilihnkereta baru baju baru skill baru nak elak cukai",7511253a-495,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,Salah America...? Perdana menteri Malaysia org putih ka....???? ??????,ade0d494-409,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,kenapa ayat sama je tiap tahun ringgit jatuh bading dollar,cdab7cb9-d0b,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,1$ 3 Ringgit ?? rupiah sepadan dolar singapur 1$:,f21bd560-0f9,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,Wawasan 2020 Malaysia boleh,e4828822-62b,positive,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,sjk dr PH lg berita ringgit turun je..dah brape kali tukar PM x pernah kot dpt berita ringgit naik,f933f558-572,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,xpernh naik ...turun takut oh negaraku??????,88cf25e5-4ef,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,Sbb ringgit bnyk bahan2 mentah yg negara lain x ada.Jadi negara lain nk beli dgn harga yg rendah jadi dia kecilkn nilai ringgit????????,e608060c-b31,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,@97e5324e-a8f Chain Sugu:RINGIT AKAN jatuh lagi kalau rakyat pilih BN lagi,2f6f4a65-f0d,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,duit rm10 boleh mkn ber2 di kedai... skrg duit rm10 dpt mkn sorang.,f34dfe08-9e2,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,ringgit jatoh kat poket,4cf23fbd-a93,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,dah cetak duit tanoa had naikan Kadar faeedah supaya duit diluar us balik ke us.bank bayar faeedah simpanan.usd ni tunggu masa nak jatuh hingga tiada,52b71a92-add,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,"nak cari duit pun susah sgt,bussines dh xcm dlu,sunyi sepi,tp kena sbr",e161c6dc-884,positive,cm
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,ini semua politik negarah,3ff0b060-3a0,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,bila punya berita ni,9fdf7085-6c1,neutral,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,tun mahathir tolong adjust bagi idea sikit??,52ecfab9-9c6,negative,my
#nilairinggitjatuh #malaysiaringgit #krisisekonomi #krisiskewangan #amerikasyarikat #krisiskewangandunia Publish: 9-9-2022,"jatuh pon TK apa..yg penting ada nilai,bisa di beli kan, Alhamdulillah lah..",9cb9ac47-0cf,positive,my
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,aku lagi percaya Tg Zafrul dari mat kaki borak RR.,2c2c69c5-ecc,negative,my
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,Rafizi punya kerja la ni,60a07fc8-da4,negative,my
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,ringgit jatuh tu crisis eco lah .. mana punya eco dia ni belajar. ni lah masalah org bank,d7a5b0cf-447,negative,my
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,Mata wang jatuh bkn sbb ekonomi domestik kita ttpi cabaran global economy. Buruk turunnya duit kita akan sbbkan harga brg import naik.,81c6e22e-258,positive,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,cabaran global?,d7a5b0cf-447,negative,my
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,sy suka tengku jelaskan mcm ni.. sbb tak semua org tahu pasal local economy & global economy..,3d25ef09-f8f,positive,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,rm tak jatuh.. cuma usd yg tgh kuat kn mata wang dia.. dah lebih 100 mata asas dia naikkan utk lawan inflation.sekian..,3d25ef09-f8f,positive,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,"US ada reason naik rate sbb us developed country. GDP diorg x mcm kita. yes, sbb us kukuhkan mata wang sbb tu impact kita. cuma, why opr kita naik?",d7a5b0cf-447,nan,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,"betul puan, GDP dia org tak mcm kita.. OPR naik sbb utk mengurangkan tekanan inflasi puan.. klau opr tak di naikkan negara akan di tekan dgn inflasi.",3d25ef09-f8f,positive,my
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,cuba tgk correlation opr n inflasi?,d7a5b0cf-447,nan,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,jatuh..dh paras asia crisis 1998 but ok 1998 Thailand south korea Indonesia pun kena..malah dirf worse lah sampai pinjam IMF,d7a5b0cf-447,negative,my
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,cuba tgk keadaan sbnr dgn apa yg dia update,d7a5b0cf-447,nan,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,sebab tak tahu la dia goreng...??itu pun korang percaya..,c4841e2a-f22,negative,my
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,part mana yang dia goreng ye? tolong cerahkan sikit,054fe159-5d4,positive,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,"dia pakar jugak agaknya, pakar sampai xleh explain.",1a92ae23-bfc,negative,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,ye..goreng. reality different,d7a5b0cf-447,negative,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,"maaf tuan, sekira nya kita just amik tahu pasal local economy semua akn cakap mcm tuan cakap..",3d25ef09-f8f,positive,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,kalau u baca laporan economy update by BNM everytime ada ja factor global. kita bkn menyalahkn 100% sapa yg perintah. mesti ada kurang jgk..,d7a5b0cf-447,positive,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,cuma kita rakyat hanya minta sape pun yg lead Malaysia nk yg integrity amanah dlm deal apa2 project. transparent. IAllah kalau umno pun ok..xde isu ?,d7a5b0cf-447,positive,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,eco just reopened. bnyk impact -ve opr naik tambah2 situasi yg baru endemic.,d7a5b0cf-447,negative,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,well said & good explanation YB,98958111-ec5,positive,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,betul ke sebelum PRU 14 negara di ambang muflis mcm PH kata tu YB?????,3f646ade-37e,negative,my
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,itulah strategy PH cipta sesuatu utk menakut kan rakyat. .sikit2 negara nk bangkrap lh,b4e76058-437,negative,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,PH ckp in long term..kalau dibiarkan umno perintah,d7a5b0cf-447,negative,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,Hutang tinggi tak salah tpi manageable atau tak.Salah satu merit kita tgk dkt debt/GDP.Tahu tak zaman PH hutang naik lbh laju? ??,81c6e22e-258,negative,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,"org berckp psl ringgit jatuh skrg.. sama dh sama tahu 1998. at the same time, OPR di naik kan..",d7a5b0cf-447,negative,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,apa kena megena naikkn opr dgn ringgit jatuh?,d7a5b0cf-447,negative,my
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,aku dgr zafrul ckp tu..hutang negara as of june 2022 cecah 60%. jauh lebih rendah dr had hutang negara 65%. Eh ingatkan makin turun...,d7a5b0cf-447,negative,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,zmn najib 2009 - 2017 total asset dijual RM43.B. Asset startegik pulak tu.. ??,d7a5b0cf-447,negative,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,2018 share prize khazanah merudum. cth Silterra di jual pd DNex(local company) n CGP Fund sbb acquire khazanah's loss RM273 million,d7a5b0cf-447,negative,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,"@e694296a-48a but not least, ia memang asset yg blh di jual beli. Normal practice dlm pentadbiran negara.",d7a5b0cf-447,positive,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,isu hutang rasmi negara tu xde isu. jwb tuduhan awk PH bnyk jual asset..,d7a5b0cf-447,neutral,cm
Malaysia pinjam dengan IMF? Ada consultant urus kewangan negara? JANGAN auto-percaya. Jom kita dengar FAKTA! #fypmalaysia #IMF #krisisekonomi #FaktaBukanAuta Publish: 4d ago,Zaman PH amik skali hutang guarantee kerajaan. that's why cecah RM 1T. Soang dah RM 1.2T. klu amik hutang langsung RM 689B as 2017.,81c6e22e-258,negative,cm
